Paper ID	PaperTitle	AuthorNames
751	Fair Representation Learning with Unreliable Labels	"Zhang, Yixuan*; Zhou, Feng; Li, Zhidong; Wang, Yang; Chen, Fang"
753	Neural discovery  of permutation subgroups	"Karjol, Pavan*; Kashyap, Rohan; A P, Prathosh"
761	Feasible Recourse Plan via Diverse Interpolation	"Nguyen, Duy*; Bui, Ngoc; Nguyen, Viet Anh"
765	Computing Abductive Explanations for Boosted Trees	"Audemard, Gilles; Lagniez, Jean-Marie; Marquis, Pierre*; szczepanski, Nicolas"
771	A Statistical Learning Take on the Concordance Index for Survival Analysis	"Elgui, Kevin; Nowak, Alex; Robin, Geneviève*"
772	An Efficient and Continuous Voronoi Density Estimator	"Marchetti, Giovanni Luca*; Polianskii, Vladislav; Varava, Anastasiia; Pokorny, Florian T.; Kragic, Danica"
777	Equivariant Representation Learning via Class-Pose Decomposition	"Marchetti, Giovanni Luca*; Tegnér, Gustaf; Varava, Anastasiia; Kragic, Danica"
789	Approximating a RUM from Distributions on $k$-Slates	"Chierichetti, Flavio*; Giacchini, Mirko; Kumar, Ravi; Panconesi, Alessandro; Tomkins, Andrew"
792	Mediated Uncoupled Learning and Validation with Bregman Divergences: Loss Family with Maximal Generality	"Yamane, Ikko*; Chevaleyre, Yann; Ishida, Takashi; Yger, Florian"
806	Coordinate Descent for SLOPE	"Larsson, Johan*; Klopfenstein, Quentin; Massias, Mathurin; Wallin, Jonas"
813	Multi-task Representation Learning with Stochastic Linear Bandits	"Cella, Leonardo; Lounici, Karim; Pacreau, Gregoire; Pontil, Massimiliano*"
814	A Sea of Words: An In-Depth Analysis of Anchors for Text Data	"Lopardo, Gianluigi*; Garreau, Damien; Precioso, Frederic"
816	Robust Sequential Testing and Effect Estimation in Stratified Count Data	"Turner, Rosanne*; Grunwald, Peter"
818	High-Dimensional Private Empirical Risk Minimization by Greedy Coordinate Descent	"Mangold, Paul*; Bellet, Aurélien; Salmon, Joseph; Tommasi, Marc"
823	On Generalization of Decentralized Learning with Separable Data	"Taheri, Hossein*; Thrampoulidis, Christos"
829	Neural Simulated Annealing	"Correia, Alvaro H. C.*; Worrall, Daniel E; Bondesan, Roberto"
839	Adaptation to Misspecified Kernel Regularity in Kernelised Bandits	"Liu, Yusha*; Singh, Aarti"
840	Gaussian Processes on Distributions based on Regularized Optimal Transport	"Bachoc, Francois; Béthune, Louis*; González Sanz, Alberto; Loubes, Jean-Michel"
841	Optimal Contextual Bandits with Knapsacks under Realizibility via Regression Oracles	"Han, Yuxuan*; Zeng, Jialin; Wang, Yang; Xiang, Yang; Zhang, Jiheng"
845	Bounding Evidence and Estimating Log-Likelihood in VAE	"Struski, Łukasz*; Mazur, Marcin; Batorski, Paweł; Spurek, PRzemysław; Tabor, Jacek"
853	Privacy-preserving Sparse Generalized Eigenvalue Problem	"Hu, Lijie; Xiang, Zihang; Liu, Jiabin; Wang, Di*"
855	Asymptotic Bayes risk of semi-supervised multitask learning on Gaussian mixture	"Nguyen, Minh-Toan*; Couillet, Romain"
857	Manifold Restricted Interventional Shapley Values	"Taufiq, Muhammad Faaiz*; Blöbaum, Patrick; Minorics, Lenon"
859	A Variance-Reduced and Stabilized Proximal Stochastic Gradient Method with Support Identification Guarantees for Structured Optimization	"Dai, Yutong*; Wang, Guanyi; Robinson, Daniel P; Curtis, Frank"
861	Scalable particle-based alternatives to EM	"Kuntz Nussio, Juan*; Lim, Jen Ning; Johansen, Adam  M."
864	Complex-to-Real Random Features for Polynomial Kernels	"Wacker, Jonas*; Ohana, Ruben; Filippone, Maurizio"
868	Inducing Point Allocation for Sparse Gaussian Processes in High-Throughput Bayesian Optimisation	"Moss, Henry B*; Ober, Sebastian W; Picheny, Victor"
869	Nonmyopic Multiclass Active Search with Diminishing Returns for Diverse Discovery	"Nguyen, Quan*; Garnett, Roman"
870	Efficient fair PCA for fair representation learning	"Kleindessner, Matthäus*; Donini, Michele; Russell, Chris; Zafar, Muhammad Bilal"
873	Unified Perspective on Probability Divergence via the Density-Ratio Likelihood: Bridging KL-Divergence and Integral Probability Metrics	"Kato, Masahiro*; Imaizumi, Masaaki; Minami, Kentaro"
876	Federated Averaging Langevin Dynamics: Toward a unified theory of and new algorithms	"Plassier, Vincent*; Moulines, Eric; Durmus, Alain"
882	Adversarial Random Forests for Density Estimation and Generative Modelling	"Watson, David*; Blesch, Kristin; Kapar, Jan; Wright, Marvin N"
888	Smoothly Giving up: Robustness for Simple Models	"Sypherd, Tyler*; Stromberg, Nathaniel; Nock, Richard; Berisha, Visar; Sankar, Lalitha"
890	A Tighter Problem-Dependent Regret Bound for Risk-Sensitive Reinforcement Learning	"Hu, Xiaoyan*; Leung, Ho-fung"
896	Finite time analysis of temporal difference learning with linear function approximation: Tail averaging and regularisation	"Patil, Gandharv*; L.A., Prashanth; Nagaraj, Dheeraj M; Precup, Doina"
904	Implications of sparsity and high triangle density for graph representation learning	"Sansford, Hannah J*; Modell, Alexander; Whiteley, Nick; Rubin-Delanchy, Patrick"
914	Asymptotically Unbiased Off-Policy Policy Evaluation when Reusing Old Data in Nonstationary Environments	"Liu, Vincent*; Chandak, Yash; Thomas, Philip; White, Martha"
915	Is interpolation benign for random forest regression?	"Arnould, Ludovic*; Boyer, Claire; Scornet, Erwan"
916	TabLLM: Few-shot Classification of Tabular Data with Large Language Models	"Hegselmann, Stefan*; Buendia, Alejandro; Lang, Hunter; Agrawal, Monica N; Jiang, Xiaoyi; Sontag, David"
921	A Faster Sampler for Discrete Determinantal Point Processes	"Tremblay, Nicolas*; barthelmé, simon; Amblard, Pierre-Olivier"
922	Faithful Heteroscedastic Regression with Neural Networks	"Stirn, Andrew*; Wessels, Harm; Schertzer, Megan; Pereira, Laura; Sanjana, Neville; Knowles, David"
927	Boosted Off-Policy Learning	"London, Ben*; Lu, Levi(Chenhui); Sandler, Ted; Joachims, Thorsten"
934	Symmetric (Optimistic)  Natural Policy Gradient for Multi-Agent Learning with Parameter Convergence	"Pattathil, Sarath*; Zhang, Kaiqing; Ozdaglar, Asuman"
942	A Contrastive Approach to Online Change Point Detection	"Puchkin, Nikita*; Shcherbakova, Valeriia"
945	Active Membership Inference Attack under Local Differential Privacy in Federated Learning	"Nguyen, Truc; Lai, Phung; Tran, Khang; Phan, Hai; Thai, My T.*"
947	Differentially Private Matrix Completion through Low-rank Matrix Factorization	"Wang, Lingxiao*; Zhao, Boxin; Kolar, Mladen"
950	Private Non-Convex Federated Learning Without a Trusted Server 	"Lowy, Andrew*; Ghafelebashi, Ali; Razaviyayn, Meisam"
955	Variational Boosted Soft Trees	"Cinquin, Tristan *; Rukat, Tammo; Schmidt, Philipp; Wistuba, Martin; Bekasov, Artur"
957	The Schrödinger Bridge between Gaussian Measures has a Closed Form	"Bunne, Charlotte; Hsieh, Ya-Ping*; Cuturi, marco; Krause, Andreas"
961	Federated Learning under Distributed Concept Drift	"Jothimurugesan, Ellango*; Hsieh, Kevin; Wang, Jianyu; Joshi, Gauri; Gibbons, Phillip B"
964	Cooperative Inverse Decision Theory for Uncertain Preferences	"Robertson, Zachary*; Zhang, Hantao; Koyejo, Sanmi"
965	Falsification of Internal and External Validity in Observational Studies via Conditional Moment Restrictions	"Hussain, Zeshan M*; Shih, Ming-Chieh; Oberst, Michael; Demirel, Ilker; Sontag, David"
971	Adaptive Dimension Reduction and Variational Inference for Transductive Few-Shot Classification	"Hu, Yuqing*; Pateux, Stephane; Gripon, Vincent"
977	Heavy Sets with Applications to Interpretable Machine Learning Diagnostics	"Malioutov, Dmitry M; Dash, Sanjeeb; Wei, Dennis*"
987	Stochastic Mirror Descent for Large-Scale Sparse Recovery	"Ilandarideva, Sasila*; Bekri, Yannis; Iouditski, Anatoli; Perchet, Vianney"
990	High Probability Bounds for Stochastic Continuous Submodular Maximization	"Becker, Evan*; Gao, Jingdong; Zadouri, Ted; Mirzasoleiman, Baharan"
1001	Average Adjusted Association: Efficient Estimation with High Dimensional Confounders	"Jun, Sung Jae; Lee, Sokbae*"
1008	Reinforcement Learning for Adaptive Mesh Refinement	"Yang, Jiachen*; Dzanic, Tarik; Petersen, Brenden K; Kudo, Jun; Mittal, Ketan; Tomov, Vladimir; Camier, Jean-Sylvain; Zhao, Tuo; Zha, Hongyuan; Kolev, Tzanio; Anderson, Robert; Faissol, Daniel"
1016	Risk Bounds on Aleatoric Uncertainty Recovery	"Lin, Jiahe; Zhang, Yikai*; LI, FENGPEI; Adler, Yeshaya; Rasul, Kashif; Schneider, Anderson L; Nevmyvaka, Yuriy"
1019	Robust and Agnostic Learning of Conditional Distributional Treatment Effects	"Kallus, Nathan; Oprescu, Miruna*"
1033	Optimism and Delays in Episodic Reinforcement Learning	"Howson, Benjamin M*; Pike-Burke, Ciara M; Filippi, Sarah"
1034	Delayed Feedback in Generalised Linear Bandits Revisited	"Howson, Benjamin M*; Pike-Burke, Ciara M; Filippi, Sarah"
1036	Stochastic Tree Ensembles for Estimating Heterogeneous Effects	"Krantsevich, Nikolay*; He, Jingyu; Hahn, P. Richard"
1037	Minimax Nonparametric Two-Sample Test under Adversarial Losses 	"Tang, Rong*; Yang, Yun"
1047	Dimensionality Collapse: Optimal Measurement Selection for Low-Error Infinite-Horizon Forecasting	"Naumer, Helmuth*; Kamalabadi, Farzad"
1050	Distill n' Explain: explaining graph neural networks using simple surrogates	"Pereira , Tamara Arruda; Nascimento, Erik J; Resck, Lucas E; Mesquita, Diego*; Souza, Amauri"
1051	Nonstationary Bandit Learning via Predictive Sampling	"Liu, Yueyang*; Van Roy, Benjamin; Xu, Kuang"
1054	Continuous-Time Decision Transformer for Healthcare Applications	"Zhang, Zhiyue; Mei, Hongyuan; Xu, Yanxun*"
1063	Dueling RL: Reinforcement Learning with Trajectory Preferences	"Saha, Aadirupa*; Pacchiano, Aldo; Lee, Jonathan"
1072	Discrete Langevin Samplers via Wasserstein Gradient Flow	"Sun, Haoran*; Dai, Hanjun; Dai, Bo; Zhou, Haomin; Schuurmans, Dale"
1073	Generalization in Graph Neural Networks: Improved PAC-Bayesian Bounds on Graph Diffusion	"Ju, Haotian; Li, Dongyue; Sharma, Aneesh; Zhang, Hongyang  R*"
1075	Efficient Planning in Combinatorial Action Spaces with Applications to Cooperative Multi-Agent Reinforcement Learning	"Tkachuk, Volodymyr *; Bakhtiari, Seyed Alireza; Kirschner, Johannes; Jusup, Matej; Bogunovic, Ilija; Szepesvari, Csaba"
1079	NODAGS-Flow: Nonlinear Cyclic Causal Structure Learning	"Guruswamy Sethuraman, Muralikrishnna*; Huetter, Jan-Christian; Mohan, Rahul; Lopez, Romain; Biancalani, Tommaso; Fekri, Faramarz"
1082	Data Banzhaf: A Robust Data Valuation Framework for Machine Learning	"Wang, Tianhao*; Jia, Ruoxi"
1095	Revisiting Fair-PAC Learning and the Axioms of Cardinal Welfare	"Cousins, Cyrus*"
1103	Distributionally Robust Policy Gradient for Offline Contextual Bandits	"Yang, Zhouhao; Guo, Yihong; Xu, Pan*; Liu, Anqi; Anandkumar, Animashree"
1105	A stopping criterion for Bayesian optimization by the gap of expected minimum simple regrets	"Ishibashi, Hideaki*; Karasuyama, Masayuki; Takeuchi, Ichiro; Hino, Hideitsu"
1118	LOFT: Finding Lottery Tickets through Filter-wise Training	"Wang, Qihan; Dun, Chen; Liao, Fangshuo; Jermaine, Chris; Kyrillidis, Anastasios*"
1123	Provably Efficient Model-Free Algorithms for Non-stationary CMDPs	"Wei, Honghao*; Ghosh, Arnob; Shroff, Ness; Ying, Lei; Zhou, Xingyu"
1129	Precision Recall Cover: A Method For Assessing Generative Models	"Cheema, Fasil T*; Urner, Ruth"
1135	"Reconstructing Training Data from Model Gradient, Provably"	"Wang, Zihan; Lee, Jason; Lei, Qi*"
1136	Scalable Spectral Clustering with Group Fairness Constraints	"Wang, Ji*; Lu, Ding; Bai, Zhaojun; Davidson, Ian"
1140	Efficient and Light-Weight Federated Learning via Asynchronous Distributed Dropout	"Dun, Chen*; Hipolito Garcia, Mirian del Carmen; Jermaine, Chris; Dimitriadis, Dimitrios; Kyrillidis, Anastasios"
1141	Learning with Partial Forgetting in Modern Hopfield Networks	"Ota, Toshihiro*; Sato, Ikuro; Kawakami, Rei; Tanaka, Masayuki; Inoue, Nakamasa"
1142	Efficiently Forgetting What You Have Learned in Graph Representation Learning via Projection	"Cong, Weilin*; Mahdavi, Mehrdad"
1143	Optimizing Pessimism in Dynamic Treatment Regimes: A Bayesian Learning Approach	"Zhou, Yunzhe*; Qi, Zhengling; Shi, Chengchun; Li, Lexin"
1148	Uncertainty-aware Unsupervised Video Hashing	"Wang, Yucheng*; Qian, Xiaoning; Zhou, Mingyuan; Sun, Yu"
1149	Incorporating functional summary information in Bayesian neural networks using a Dirichlet process likelihood approach	"Raj, Vishnu*; Cui, Tianyu; Heinonen, Markus; Marttinen, Pekka"
1150	Structure of Nonlinear Node Embeddings in Stochastic Block Models	"Harker, Christopher*; Bhaskara, Aditya"
1155	On Model Selection Consistency of Lasso for High-Dimensional Ising Models	"Meng, Xiangming*; Obuchi, Tomoyuki; Kabashima, Yoshiyuki"
1162	Optimal Sample Complexity Bounds for Non-convex Optimization under Kurdyka-Lojasiewicz Condition	"Yu, Qian*; Wang, Yining; Huang, Baihe; Lei, Qi; Lee, Jason D"
1172	INO: Invariant Neural Operators for Learning Complex Physical Systems with Momentum Conservation	"Liu, Ning; Yu, Yue*; You, Huaiqian; Tatikola, Neeraj K"
1176	Transport Reversible Jump Proposals	"Davies, Laurence S*; Salomone, Robert; Sutton, Matthew; Drovandi, Chris"
1181	Convex Bounds on the Softmax Function with Applications to Robustness Verification	"Wei, Dennis*; Wu, Haoze; Wu, Min; Chen, Pin-Yu; Barrett, Clark; Farchi, Eitan"
1188	Strong Lottery Ticket Hypothesis with $\varepsilon$--perturbation	"Xiong, Zheyang; Liao, Fangshuo*; Kyrillidis, Anastasios"
1200	Two-Sample Tests for Inhomogeneous Random Graphs in $L_r$ norm: Optimality and Asymptotics	"Chatterjee, Sayak; Saha, Dibyendu; Dan, Soham*;  Bhattacharya, Bhaswar B."
1207	Indeterminacy in Generative Models: Characterization and Strong Identifiability	"Xi, Quanhan*; Bloem-Reddy, Benjamin"
1211	Differentiable Change point Detection With Temporal Point Processes	"Koley, Paramita*; Alimi, Harshavardhan; Singla, Shrey; Bhattacharya, Sourangshu; ganguly, niloy; De, Abir"
1212	Recurrent Neural Networks and Universal Approximation of Bayesian Filters	"Bishop, Adrian*; Bonilla, Edwin V."
1216	Thresholded linear bandits	"Mehta, Nishant*; Komiyama, Junpei; Nguyen, Andrea TT; Potluru, Vamsi K; Grant-Hagen, Mica"
1217	Bayesian Optimization over High-Dimensional Combinatorial Spaces via Dictionary based Randomized Continuous Embeddings	"Deshwal, Aryan*; Ament, Sebastian E; Balandat, Maximilian; Bakshy, Eytan; Doppa, Janardhan Rao; Eriksson, David"
1221	Unifying local and global model explanations by functional decomposition of low dimensional structures	"Hiabu, Munir*; Meyer, Joseph  T.; Wright, Marvin N"
1228	SMCP3: SMC with Probabilistic Program Proposals	"Lew, Alexander K.; Matheos, George PB*; Ghavamizadeh, Matin; Gothoskar, Nishad; Russell, Stuart; Mansinghka, Vikash"
1230	On double-descent in uncertainty quantification in overparametrized models	"CLARTE, Lucas*; Loureiro, Bruno; Krzakala, Florent; Zdeborova, Lenka"
1232	Learning Treatment Effects from Observational and Experimental Data	"Triantafillou, Sofia*; Jabbari, Fattaneh; Cooper, Gregory F"
1234	On the Accelerated Noise-Tolerant Power Method	"Xu, Zhiqiang*"
1242	Clustering High-dimensional Data with Ordered Weighted L1 Regularization	"Chakraborty, Chandramauli; Paul, Sayan; Chakraborty, Saptarshi*; Das, Swagatam"
1247	Flexible and Efficient Contextual Bandits with Heterogeneous Treatment Effect Oracles	"Carranza, Aldo G*; Krishnamurthy, Sanath Kumar; Athey, Susan"
1249	Faster Projection-Free Augmented Lagrangian Methods via Weak Proximal Oracle	"Garber, Dan*; Livney, Tsur; Sabach, Shoham"
1250	Meta-Learning with Adjoint Methods	"Li, Shibo*; Wang, Zheng; Narayan, Akil; Kirby, Robert; Zhe, Shandian"
1251	Combining Graphical and Algebraic Approaches for Parameter Identification in Latent Variable Structural Equation Models	"Ankan, Ankur*; Wortel, Inge; Bollen, Kenneth; Textor, Johannes"
1256	Explicit Regularization in Overparametrized Models via Noise Injection	"Orvieto, Antonio*; Raj, Anant; Kersting, Hans; Bach, Francis"
1258	Efficient Informed Proposals for Discrete Distributions via Newton’s Series Approximation	"Xiang, Yue; Zhu, Dongyao; Lei, Bowen; Xu, Dongkuan; Zhang, Ruqi*"
1261	An Homogeneous Unbalanced Regularized Optimal Transport model with applications to Optimal Transport with Boundary	"Lacombe, Theo*"
1262	Prediction-Oriented Bayesian Active Learning	"Bickford Smith, Freddie*; Kirsch, Andreas; Farquhar, Sebastian; Gal, Yarin; Foster, Adam; Rainforth, Tom"
1269	Active Exploration via Experiment Design in Markov Chains	"Mutny, Mojmir*; Janik, Tadeusz; Krause, Andreas"
1272	But Are You Sure? An Uncertainty-Aware Perspective on Explainable AI	"Marx, Charles*; Park, Youngsuk; Hasson, Hilaf; Wang, Yuyang; Ermon, Stefano; Huan, Luke"
1273	Identification of Blackwell Optimal Policies for Deterministic MDPs	"Boone, Victor*; Gaujal, Bruno"
1276	Multi-Fidelity Bayesian Optimization with Unreliable Information Sources	"Mikkola, Petrus*; Martinelli, Julien; Filstroff, Louis; Kaski, Samuel"
1280	Randomized Greedy Learning for Non-monotone Stochastic Submodular Maximization Under Full-bandit Feedback	"Fourati, Fares*; Aggarwal, Vaneet; Quinn, Christopher; Alouini , Mohamed-Slim "
1285	Protecting Global Properties of Datasets with Distribution Privacy Mechanisms	"Chen, Michelle G*; Ohrimenko, Olga"
1287	Incremental Aggregated Riemannian Gradient Method for Distributed PCA	"Wang, Xiaolu*; Jiao, Yuchen; Wai, Hoi-To; Gu, Yuantao"
1288	Minimax-Bayes Reinforcement Learning	"Kleine Buening, Thomas; Dimitrakakis, Christos; Eriksson, Hannes; Grover, Divya; Jorge, Emilio*"
1289	Retrospective Uncertainties for Deep Models using Vine Copulas	"Tagasovska, Natasa*; Ozdemir, Firat; Brando, Axel"
1294	Optimal Algorithms for Latent Bandits with Cluster Structure	"Pal, Soumyabrata *; Suggala, Arun Sai ; Shanmugam, Karthikeyan; Jain, Prateek"
1295	Improved Bound on Generalization Error of Compressed KNN Estimator	"zhang, hang*; Li, Ping"
1296	Streaming Sparse Linear Regression	"Yang, Shuoguang; Yan, Yuhao; Zhu, Xiuneng; Sun, Qiang*"
1298	Multi-Agent congestion cost minimization with linear function approximation	"Trivedi, Prashant*; Hemachandra, Nandyala"
1304	Global-Local Regularization Via Distributional Robustness	"Phan, Hoang*; Le, Trung; Phung, Trung Q; Bui, Anh Tuan; Ho, Nhat; Phung, Dinh"
1305	Vector Quantized Time Series Modeling with a Bidirectional Prior Model	"Lee, Daesoo*; Malacarne, Sara; Aune, Erlend"
1314	Do Bayesian Neural Networks Need to be Fully Stochastic?	"Sharma, Mrinank*; Farquhar, Sebastian; Nalisnick, Eric; Rainforth, Tom"
1315	 Risk-aware linear bandits with convex loss 	"Saux, Patrick*; Maillard, Odalric"
1320	"One Arrow, Two Kills: An Unified Framework for Achieving Optimal Regret Guarantees for Sleeping Bandits"	"Saha, Aadirupa*; Gaillard, Pierre; Dan, Soham"
1322	Data Augmentation for Imbalanced Regression	"Stocksieker, Samuel*; Pommeret, Denys; Charpentier, Arthur"
1324	Fast Feature Selection with Fairness Constraints	"Quinzan, Francesco*; Khanna, Rajiv; Hershcovitch, Moshik; Cohen, Sarel; Waddington, Daniel G; Friedrich, Tobias; Mahoney, Michael"
1326	On the Consistency Rate of Decision Tree Learning Algorithms	"Zheng, Qin-Cheng*; Lyu, Shen-Huan; Zhang, Shao-Qun; Jiang, Yuan; Zhou, Zhi-Hua "
1328	Ranked-Based Causal Discovery for Post-Nonlinear Models	"Keropyan, Grigor*; Strieder, David; Drton, Mathias"
1334	On the Complexity of Representation Learning in Contextual Linear Bandits	"Tirinzoni, Andrea*; Pirotta, Matteo; Lazaric, Alessandro"
1335	Hierarchical-Hyperplane Kernels for Actively Learning Gaussian Process Models of Nonstationary Systems	"Bitzer, Matthias*; Meister, Mona; Zimmer, Christoph"
1336	Revisiting Weighted Strategy for Non-stationary Parametric Bandits	"Wang, Jing; Zhao, Peng*; Zhou, Zhi-Hua "
1340	No time to waste: practical statistical contact tracing with few low-bit messages	"Romijnders, Rob*; Asano, Yuki M; Louizos, Christos; Welling, Max"
1342	Understanding the Impact of Competing Risks on Heterogeneous Treatment Effect Estimation from Time-to-Event Data	"Curth, Alicia*; van der Schaar, Mihaela"
1346	Performative Prediction in the Presence of Corruptions	"Shan, Jia-Wei; Zhao, Peng*; Zhou, Zhi-Hua "
1355	Last-Iterate Convergence with Full- and Noisy-Information Feedback in Two-Player Zero-Sum Games	"Abe, Kenshi*; Ariu, Kaito; Sakamoto, Mitsuki; Toyoshima, Kentaro; Iwasaki, Atsushi"
1366	Model-Based Uncertainty in Value Functions	"Luis, Carlos E.*; Bottero, Alessandro G; Vinogradska, Julia; Berkenkamp, Felix; Peters, Jan"
1368	The Role of Codeword-to-Class Assignments in Error Correcting Codes: An Empirical Study	"Onn, Ophir; Weiss, Tamar; Azeroual, Hai; Soudry, Daniel; Evron, Itay*"
1371	Online Algorithms with Costly Predictions	"Drygala, Marina R; Nagarajan, Sai Ganesh*; Svensson, Ola"
1378	Adaptive Tuning for Metropolis Adjusted Langevin Trajectories	"Riou-Durand, Lionel*; Sountsov, Pavel; Vogrinc, Jure; Margossian, Charles; Power, Sam"
1379	Further Adaptive Best-of-Both-Worlds Algorithm for Combinatorial Semi-Bandits 	"Tsuchiya, Taira*; Ito, Shinji; Honda, Junya"
1386	PAC-Bayesian Learning of Optimization Algorithms	"Sucker, Michael*; Ochs, Peter"
1403	Tighter PAC-Bayes Generalisation Bounds by Leveraging Example Difficulty	"Biggs, Felix*; Guedj, Benjamin"
1408	Bures-Wasserstein Barycenters and Low-Rank Matrix Recovery	"Maunu, Tyler*; Le Gouic, Thibaut; Rigollet, Philippe"
1411	Sampling uncertainties on the Precision-Recall curve	"Baak, Max*; Collot, Stéphane; Fridman Rojas, Ilan; Urlus, Ralph E.Q."
1421	Exploration in Linear Bandits with Rich Action Sets and its Implications for Inference	"Banerjee, Debangshu*; Ghosh, Avishek; Ray Chowdhury, Sayak; Gopalan, Aditya"
1422	Nothing but Regrets --- Privacy-Preserving Federated Causal Discovery	"Mian, Osman A*; Kaltenpoth, David; Kamp, Michael; Vreeken, Jilles"
1429	Nonparametric Gaussian Process Covariances via Multidimensional Convolutions	"McDonald, Thomas M*; Ross, Magnus ; Smith, Michael  T; Álvarez, Mauricio A"
1441	Improved Representation Learning Through Tensorized Autoencoders	"Esser, Pascal M*; Mukherjee, Satyaki; Sabanayagam, Mahalakshmi; Ghoshdastidar, Debarghya"
1443	Tensor-based Kernel Machines with Structured Inducing Points for Large and High-Dimensional Data	"Wesel, Frederiek*; Batselier, Kim"
1449	Mode-Seeking Divergences: Theory and Applications to GANs	"Li, Cheuk Ting; Farnia, Farzan*"
1456	A Targeted Accuracy Diagnostic for Variational Approximations	"Wang, Yu; Kasprzak, Mikolaj J; Huggins, Jonathan H*"
1461	Fix-A-Step: Semi-supervised Learning From Uncurated Unlabeled Data	"Huang, Zhe*; Sidhom, Mary-Joy; Wessler, Benjamin; Hughes, Michael C"
1470	Root Cause Identification for Collective Anomalies given a Summary Causal Graph and Time Series	"ASSAAD, Charles K.*; Ez-zejjari, Imad; ZAN, Lei"
1473	Principled Approaches for Private Adaptation from a Public Source	"Bassily,  Raef*; Mohri, Mehryar; Suresh, Ananda Theertha"
1485	CLIP-Lite: Information Efficient Visual Representation Learning with Language Supervision	"Shrivastava, Aman*; R. Selvaraju, Ramprasaath; Naik, Nikhil; Ordonez, Vicente"
1486	Surveillance Evasion Through Bayesian Reinforcement Learning	"Qi, Dongping*; Bindel, David; Vladimirsky, Alexander"
1491	Random feature ridge regression in the overparameterized regime with a general dataset	"Wang, Zhichao*; Zhu, Yizhe"
1493	How Does Pseudo-Labeling Affect the Generalization Error of the Semi-Supervised  Gibbs Algorithm?	"He, Haiyun*; Aminian, Gholamali; Bu, Yuheng; Rodrigues, Miguel; Tan, Vincent"
1494	Scalable Unbalanced Sobolev Transport for Measures on a Graph	"Le, Tam*; Nguyen, Truyen; Fukumizu, Kenji"
1509	Discrete Distribution Estimation under User-level Local Differential Privacy	"Acharya, Jayadev; Liu, Yuhan*; Sun, Ziteng"
1510	Causal Entropy Optimization	"Branchini, Nicola*; Aglietti, Virginia; Dhir, Neil; Damoulas, Theodoros"
1513	Loss Curvature Matching for Dataset Selection and Condensation	"Shin, Seungjae*; BAE, HeeSun; Shin, DongHyeok; Joo, Weonyoung; Moon, Il-Chul"
1518	Wasserstein Distributionally Robust Linear-Quadratic Estimation under Martingale Constraints	"Lotidis, Kyriakos*; Bambos, Nicholas; Blanchet, Jose; Li, Jiajin"
1523	Density Ratio Estimation and Neyman Pearson Classification with Missing Data	"Givens, Josh L*; Reeve, Henry W. J. ; Liu, Song"
1524	Rethinking Initialization of the Sinkhorn Algorithm	"Thornton, James*; Cuturi, marco"
1525	Representation Learning in Deep RL via Discrete Information Bottleneck	"Islam, Riashat*; Zang, Hongyu; Tomar, Manan; Didolkar, Aniket Rajiv; Islam, Md Mofijul; Goyal, Anirudh; Arnob, Samin Yeasar; Li, Xin; Iqbal, Tariq; Heess, Nicolas; Lamb, Alex"
1538	Learning Robust Graph Neural Networks with Limited Supervision	"Alchihabi, Abdullah*; Guo, Yuhong"
1539	Consistent Complementary-Label Learning via Order-Preserving Losses	"Liu, Shuqi; Cao, Yuzhou*; Zhang, Qiaozhen; Feng, Lei; An, Bo"
1545	Tight Regret and Complexity Bounds for Thompson Sampling via Langevin Monte Carlo	"Huix, Tom tom*; Zhang, Shunshi; Durmus, Alain"
1547	Nonstochastic Contextual Combinatorial Bandits	"Zierahn, Lukas*; van der Hoeven, Dirk; Cesa-Bianchi, Nicolò; Neu, Gergely"
1557	Probabilistic Conformal Prediction Using Conditional Random Samples	"Wang, Zhendong; Gao, Ruijiang; Yin, Mingzhang*; Zhou, Mingyuan; Blei, David"
1561	Preferential Subsampling for Stochastic Gradient Langevin Dynamics	"Putcha, Srshti*; Nemeth, Christopher; Fearnhead, Paul"
1563	Calibration of Probabilistic Classifier Sets	"Mortier, Thomas*; Bengs, Viktor; Hüllermeier, Eyke; Luca, Stijn; Waegeman, Willem"
1566	Context-Specific Causal Discovery for Categorical Data Using Staged Trees	"Leonelli, Manuele; Varando, Gherardo*"
1571	Federated Learning for Data Streams	"Marfoq, Othmane*; Vidal, Richard; Neglia, Giovanni; Kameni, Laetitia"
1577	Combating label-leaking explanations	"Jethani, Neil; Saporta, Adriel*; Ranganath, Rajesh"
1580	Adversarial robustness of VAEs through the lens of local geometry	"Khan, Asif*; Storkey, Amos"
1586	Freeze then Train: Towards Provable Representation Learning under Spurious Correlations and Feature Noise	"Ye, Haotian*; Zou, James; Zhang, Linjun"
1587	Learning to Optimize for Stochastic Dominance Constraints	"Dai, Hanjun; Xue, Yuan; He, Niao; Wang, Yixin; Li, Na; Schuurmans, Dale; Dai, Bo*"
1593	SoundSynp: Sound Source Detection from Raw Waveforms with Multi-Scale Synperiodic Filterbanks	"He, Yuhang*; Markham, Andrew"
1605	Second Order Path Variationals in Non-Stationary Online Learning	"Baby, Dheeraj*; Wang, Yu-Xiang"
1606	Bayesian Optimization Over Iterative Learners with Structured Responses:  A Budget-aware Planning Approach	"Belakaria, Syrine*; Doppa, Janardhan Rao; Fusi, Nicolo; Sheth, Rishit"
