FirstName	MiddleInitial	LastName
Adrian		Weller
Amos	 	Storkey
Arindam		Banerjee
Aryeh	 	Kontorovich
Brian	 	Kulis
Cedric		Archambeau
Dan		Roth
Dustin		Tran
Edoardo		Airoldi
Fernando		Perez-Cruz
Gabriel		Peyré
Jasper		Snoek
John		Paisley
Jose Miguel		Hernandez-Lobato
Khan	Mohammad	Emtiyaz
Masashi		Sugiyama
Matthew	B.	Blaschko
Maya		Gupta
Rajesh	 	Ranganath
Ryan	P	Adams
Simon		Lacoste-Julien
Stratis		Ioannidis
Zhi-Hua 		Zhou
Zico		Kolter
Zoltan		Szabo
